f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,label
94.841,97.15,95.967,93.346,93.755,94.167,98.44,101.56,102.16,102.15,103.02,101.85,100.13,102.32,101.34,102.8,102.49,91.66,104.15,100.69,100.85,98.947,97.638,98.599,99.434,102.63,100.08,92.708,96.797,97.197,95.487,94.35,94.067,89.353,88.123,85.25,87.635,93.116,91.281,94.357,93.854,82.522,81.681,84.308,92.467,87.798,91.422,93.201,96.865,96.441,100.4,95.5,92.073,94.388,95.527,93.767,96.865,94.968,96.219,92.467,91.66,94.378,93.484,94.254,95.064,91.969,90.815,1
90.386,84.794,84.935,84.738,85.929,86.317,83.729,81.52,87.47,86.411,81.847,76.647,74.9,78.822,81.179,80.024,92.505,91.186,93.137,88.636,86.324,83.952,82.158,84.671,90.818,93.965,91.864,90.893,93.558,90.812,91.605,92.006,91.521,88.622,87.653,89.88,91.91,91.764,90.261,91.164,93.221,88.399,88.544,91.072,94.465,92.569,93.213,91.163,91.552,94.895,96.94,89.041,88.083,90.545,91.083,91.3,91.552,89.2,88.879,94.465,91.186,87.415,87.307,89.108,91.268,91.294,89.785,1
93.018,92.252,88.092,89.87,90.965,91.808,92.939,92.163,90.757,90.434,88.703,87.285,88.168,85.461,85.625,85.541,81.51,82.598,80.089,77.012,78.295,79.12,79.091,77.258,75.091,75.614,77.273,80.026,80.515,81.542,79.58,79.068,82.086,83.205,82.583,79.563,79.757,82.971,82.811,84.241,86.762,88.689,85.156,83.387,81.984,81.076,81.331,85.005,79.614,84.992,84.163,85.883,88.322,89.657,83.447,80.954,79.614,81.394,78.055,81.984,82.598,81.888,81.927,80.488,81.259,84.138,80.144,1
80.893,75.528,76.832,74.964,76.03,73.575,75.031,77.354,80.803,79.988,81.392,78.997,81.382,79.311,80.537,80.24,75.378,63.504,73.957,77.359,81.275,79.948,79.683,80.984,82.086,73.621,70.882,77.429,78.691,75.443,74.38,76.147,80.719,77.374,77.928,76.735,77.845,76.835,74.245,75.135,74.649,77.143,75.897,80.606,62.859,80.592,81.931,79.647,77.389,79.023,76.201,73.316,72.475,76.043,77.83,79.23,77.389,74.068,74.896,62.859,63.504,64.826,67.91,68.836,69.904,70.07,69.983,1
75.879,74.843,76.712,78.416,81.003,85.626,84.698,82.312,88.836,88.484,92.029,90.691,91.067,94.867,95.16,91.938,92.405,98.844,91.373,92.798,91.982,95.563,96.305,95.654,94.339,94.68,92.767,94.717,92.552,92.912,92.831,92.387,88.478,89.8,89.584,90.188,91.327,90.831,89.62,88.204,87.519,90.228,92.219,91.87,94.853,94.522,94.919,93.761,99.245,95.031,92.53,95.812,99.716,99.45,102.69,101.9,99.245,100.02,100.04,94.853,98.844,97.887,100.93,101.42,101.55,99.592,99.05,1
98.023,97.879,95.276,95.845,98.51,102.76,98.701,96.845,96.528,97.907,95.35,97.103,97.088,97.484,97.044,94.687,93.303,98.548,94.72,98.256,95.559,94.394,95.722,98.162,95.125,94.565,97.413,99.596,96.307,100.25,99.061,101.63,99.233,102.7,100.12,101.18,103.57,103.91,103.11,102.69,102.89,100.07,100.11,99.35,94.798,97.851,98.138,98.077,100.54,102.71,102.02,96.738,100.96,102.87,100.74,100.21,100.54,97.113,98.059,94.798,98.548,98.858,99.484,98.038,96.15,95.775,94.029,1
96.925,99.091,99.741,100.93,96.518,98.412,99.309,99.238,100.4,100.69,97.719,100.05,100.46,102.03,102.16,102.61,97.212,98.514,94.035,90.529,92.7,96.078,96.925,97.849,98.741,96.808,93.772,92.895,96.731,96.929,97.279,98.24,98.232,103.75,102.75,100.64,98.082,99.4,100.15,99.39,97.957,104.53,106.36,101.97,101.75,96.362,97.499,98.279,98.817,99.653,100.41,103.09,104.42,105.1,101.78,99.321,98.817,96.466,96.855,101.75,98.514,103.76,104.65,99.632,95.733,96.103,98.349,1
97.589,99.637,100.23,101.44,103.64,99.423,98.979,100.8,98.331,100.6,100.24,100.84,105.46,104.19,105.65,104.24,95.181,105.58,96.739,98.746,101.87,102.12,104.41,104.47,105.45,102.41,104.2,105.44,104.15,105.59,106.5,104.08,103.48,101.32,101.61,101.34,97.679,100.63,99.989,100.08,101.83,101.16,101.01,97.728,107.66,98.063,101.84,100.81,107.86,98.428,102.68,108.2,103.2,101.09,104.41,104.71,107.86,104.72,104.75,107.66,105.58,108.35,106.2,108.77,106.72,103.58,103.27,1
105.6,106.54,107.49,108.9,107.03,108.03,104.91,103.9,107.83,105.68,106.94,107.56,107.65,109.7,110.36,104.76,109.14,80.257,108.19,107.32,107.18,104.28,101.8,107.42,105.59,110.53,111.53,109.52,111.79,109.77,109.1,110.51,109.59,112.38,113.9,110.55,107.78,111.05,111.49,109.81,106.67,113.76,117.47,112.57,76.579,107.27,108.79,111.95,101.09,111.57,110.77,99.83,103.97,101.15,95.45,99.233,101.09,102.29,103.01,76.579,80.257,77.795,76.146,79.987,83.115,85.004,84.555,1
83.632,84.472,84.334,81.461,81.542,85.076,82.576,82.815,93.095,93.06,89.791,89.545,87.45,88.297,87.896,86.728,103.9,82.717,104.93,104.05,104.25,103.92,101.82,100.53,101.29,106.12,111.13,111.91,109.97,106.81,107.45,109.64,109.8,102.88,102.94,105.24,104.25,101.86,103.17,106.47,107.3,94.257,90.524,89.078,84.958,90.915,92.609,93.351,88.723,92.832,93.61,84.435,83.847,87.702,88.185,88.586,88.723,88.153,90.655,84.958,82.717,84.062,86.69,88.246,89.252,91.39,89.496,1
108.79,106.28,105.16,106.57,107.54,106,104.04,97.07,114.17,114.17,110.29,109.27,110.87,112.92,112.91,110.53,111.65,107.98,116.94,115.77,112.47,114.75,113.82,117.12,118.5,110.16,109.53,111.8,116.37,118.65,119.38,117.1,115.58,111.12,112.8,111.8,114.33,114.86,117.4,117.29,118.01,105.3,109.76,110.5,111.73,111.08,111.02,113.26,110.3,113.59,112.15,110.32,110.52,111.82,115.02,114.22,110.3,114.45,117.63,111.73,107.98,114.22,114.57,115.77,117.71,118.67,125.21,1
107.34,111.15,113.07,111.8,113.54,118.62,120.35,122.2,104.9,109.05,111.6,110.9,115.69,120.71,120.5,120.81,106.89,119.89,110.59,110.65,107.17,110.87,115.7,114.8,116.14,109.01,109.21,108.38,107.43,109.47,109.54,113.12,114.9,114.74,115.21,116.38,115.64,115.29,117.19,118.27,120.39,114.28,116.02,115.61,118.14,114.44,114.29,118.41,118.41,122.96,122.12,116.66,118.22,119.41,118.36,116.91,118.41,115.94,117.12,118.14,119.89,119.7,118.31,116.73,119.74,120.5,119.05,1
119.13,120.73,119.67,118.27,118.84,120.71,122,123.2,114.44,114.31,112.67,114.04,115.62,116.99,119.41,118.6,110.03,119.7,112.66,111.25,115.29,113.78,116.83,118.4,115.24,113.06,111.77,110.9,115.65,113.81,117.71,118.29,119.87,118.33,118.82,120.67,116.3,116.53,118.83,115.43,115.28,120.47,124.41,123.03,121.39,119.89,121.01,123.86,118.93,118.04,117.24,118.31,117.72,116.96,117.36,118.42,118.93,118.94,120.5,121.39,119.7,122.2,123.87,120.3,122.4,121.58,120.79,1
122.22,119.12,119.28,120.06,118.92,121.17,116.84,115.83,109.15,110.67,107.29,106.18,106.67,110.09,105.17,100.68,94.634,105.62,97.104,106.66,111.36,112.51,108.83,109.24,106.35,109.25,107.04,111.09,112.25,112.7,109.97,111.58,113.04,115.33,118.72,118.33,118.12,116.76,117.75,114.51,116.04,119.24,116.98,119.72,101.81,120.8,120.13,122.04,116.27,119.61,121.39,115.66,116.59,117.43,115.94,117.19,116.27,115.2,117.13,101.81,105.62,104.85,98.624,96.82,97.435,100.32,100.7,1
78.827,81.891,85.532,86.774,87.452,86.922,81.007,78.914,81.441,82.204,85.179,88.286,86.943,85.203,84.536,84.599,108.86,118.5,108.16,112.64,114.2,110.7,110.85,111.62,111.72,98.545,103.34,102.66,98.142,96.35,96.447,95.696,94.475,99.008,98.081,96.287,92.723,93.475,99.803,99.225,95.389,109.88,110.55,107.64,117.95,105.57,108.83,114.44,114.72,115.26,114.16,113.54,113.65,114.9,115.26,113.44,114.72,118.31,118.25,117.95,118.5,118.67,121.14,119.22,113.48,110.61,111.11,1
110.11,113.57,116.66,116.7,118.05,113.72,112.29,111.71,116.04,119.22,122.99,123.82,122.99,118.38,118.86,121.01,121.08,120.69,124.21,126,125.15,122.46,122.18,123.89,123.46,120.75,119.02,122.37,124.19,120.06,117.74,123.01,124.17,126.57,125.74,123.58,119.37,112.85,112.15,119.63,124.69,105.07,112.07,110.79,120.99,108.9,104.85,101.46,96.243,104.67,105.35,97.259,99.149,99.956,95.95,99.326,96.243,95.631,94.246,120.99,120.69,118.94,119.43,117.18,115.65,111.6,113.3,1
119.08,120.12,121.56,122.22,119.87,120.74,120.9,118.55,122.88,122.73,123.12,123.25,125.38,126.1,125.4,123.8,118.22,127.03,119.92,119.45,120.72,122.2,119.22,120.31,120.49,101.26,99.906,99.198,100.9,102.07,103.18,105.53,103.89,105.28,104,105.59,114.32,113.67,105.76,100.47,98.934,117.98,118.2,118.12,126.74,120.76,119.99,116.78,122.05,111.54,109,123.37,123.73,126.1,121.71,120.78,122.05,115.09,110.5,126.74,127.03,128.22,125.62,122.95,123.45,124.2,123.3,1
127.15,125.61,127.95,127.9,129.61,127.74,128.51,126.2,123.68,124.07,126.06,124.88,129.54,129.48,127,124.18,128.19,116.98,126.97,126.42,128.42,129.25,128.92,128.95,130.14,120.19,120.8,122.55,124.68,125.67,127.36,127.7,128.4,101.7,103.64,107.99,114.14,116.04,119.02,123.48,121.21,111.96,111.34,112.84,118.26,112.95,109.51,111.33,112.18,114.76,111.52,105.14,106.11,108.44,109.54,108.63,112.18,109.13,109.92,118.26,116.98,117.69,119.25,118.59,119.52,119.06,117.21,1
127.59,127.61,127.06,126.02,122.92,119.07,115.27,116.04,120.9,119.33,119.95,123.7,123.46,121.31,119.16,119.26,108.81,121.58,109.34,111.85,112.37,111.44,109.22,112.47,111.54,106.3,107.03,104.38,101.98,103.61,102.92,101.14,101.6,115.79,117.7,118.26,111.06,106.26,100.78,100.86,100.19,114.93,115.27,117.15,122.4,113.9,113.89,115.21,112.7,112.93,109.08,116.94,115.63,116.44,115.61,116.54,112.7,111.87,112.03,122.4,121.58,121.1,118.52,119.08,116.55,117.45,117.37,1
101.39,100.04,94.823,91.21,93.972,92.815,93.813,99.907,92.498,89.695,92.583,88.805,90.869,93.312,97.489,99.534,99.031,104.01,99.371,101.22,100.88,102.94,104.95,111.14,110.25,118,117.99,117.33,117.48,116.4,122.79,123.29,117.11,114.67,114.18,111.99,114.75,110.79,111.32,116.7,111.1,78.389,75.979,77.616,109.18,77.547,75.003,71.642,82.013,72.614,76.012,88.024,84.472,81.107,78.397,80.954,82.013,85.285,87.302,109.18,104.01,104.98,103.61,102.94,102.82,106.63,105.2,1
104.07,99.276,101.11,100.17,98.249,101.25,104.29,104.8,103.15,103.78,104.82,105.62,106.38,106.41,109.25,108.33,112.31,102.12,112.99,110.32,108.23,109.98,108.64,107.24,105.7,109.53,109.66,106.09,99.847,99.028,101.27,100.87,99.258,102.73,97.744,93.72,93.561,94.556,100.94,103.4,104.01,101.33,96.21,97.686,98.804,101.36,102.92,102.12,105.6,103.72,103.36,97.452,101.45,105.65,105.26,105.2,105.6,109.59,109.52,98.804,102.12,107.22,105.83,105.56,107.11,106.8,106.84,1
101.21,101.6,103.89,109.47,106.71,101.5,99.789,100.61,100.87,100.01,104.38,105.73,101.53,94.876,91.941,95.185,100.61,90.209,100.45,102.06,101.03,97.9,90.095,88.058,94.826,101.34,98.998,97.75,97.719,92.303,85.664,88.724,98.309,98.351,99.11,98.034,99.211,91.808,88.262,92.1,98.47,98.592,97.939,92.035,93.648,92.666,89.056,94.908,102.27,100.62,106.69,95.421,92.482,88.079,92.347,95.812,102.27,105.89,107.31,93.648,90.209,92.967,99.833,103.3,105.63,107.23,106.71,1
94.805,95.882,99.255,103.33,102.4,99.958,100.47,103.81,96.342,101.35,102.48,104.42,103.7,101.14,102.91,105.57,99.059,97.025,104.86,105.01,101.51,101.94,103.54,103.98,102.65,98.656,101.92,103.66,102.38,104.31,105.01,105.14,106.6,102.26,100.56,103.36,104.73,102.58,105.4,106.08,107.18,101.31,100.42,99.772,98.422,97.985,98.231,101.1,99.284,105.91,108.12,98.761,99.151,98.254,97.453,96.446,99.284,100.08,101.57,98.422,97.025,99.2,98.831,95.127,95.573,98.369,99.698,1
97.36,94.2,94.761,95.532,94.096,97.308,99.707,102.3,98.551,95.353,92.529,90.28,91.526,95.508,97.104,97.981,99.78,109.86,98.633,94.794,94.528,97.28,101.43,100.2,101.12,99.952,97.765,98.106,102.83,106.58,108.13,107.01,104.82,103.74,96.834,95.654,98.884,100.46,102.06,104.06,103.89,100.39,99.992,98.57,109.58,95.028,92.159,91.35,103.02,93.853,96.676,107.05,105.34,101.42,100.69,100.63,103.02,100.04,101.93,109.58,109.86,110.86,110.87,111.16,112.26,113.99,110.46,1
107.18,110.74,111.95,111.35,108.86,109.82,112.02,112.32,101.59,104.45,106.33,109,103.28,103.46,105.04,107.93,97.319,106.49,96.356,95.647,97.934,100.43,96.082,96.038,97.679,94.867,94.196,97.269,99.983,98.532,94.673,95.245,97.147,110.77,112.22,110.41,109.24,112.15,111.01,108.94,112.22,114.03,115.48,117.16,109.11,119.09,117.74,116.37,107.06,113.45,115.04,105.22,106.86,109.18,110.33,107.81,107.06,105.83,103.31,109.11,106.49,105.27,106.89,107.59,108.01,106.66,104.31,1
99.075,100.32,101.07,100.12,100.92,101.37,103.73,102.75,102.3,105.08,107.99,108.58,107.55,106.74,107,106.44,107.85,112.26,110.68,109.06,106.38,106.55,105.58,102.4,103.74,78.44,80.175,78.946,77.349,76.728,73.89,71.931,72.988,85.204,83.096,80.977,80.688,80.742,79.245,78.309,76.714,114.18,111.41,110.69,112.38,112.26,112.52,110.45,120.91,110.37,107.65,115.95,116.55,116.71,115.89,118.69,120.91,117.19,117.78,112.38,112.26,113.39,115.03,114.48,113.91,114.13,114.53,1
117.14,117.2,115.29,117.19,115.79,114.99,114.64,114.26,114.54,113.57,113.24,113.74,112.72,115,111.31,112.49,111,79.578,112.6,110.94,110.19,110.92,108.53,105.43,103.38,102.51,104.75,101.06,99.025,99.492,103.11,102.42,104.51,97.004,96.832,92.756,90.24,89.21,92.465,91.156,93.404,89.044,87.989,84.007,74.511,82.22,82.182,79.796,70.919,79.041,78.04,77.243,75.202,74.712,73.518,72.825,70.919,71.384,74.501,74.511,79.578,84.057,81.419,76.91,75.109,80.371,80.425,1
81.336,83.193,82.681,82.11,83.912,84.993,88.845,90.15,88.969,87.377,90.152,91.575,93.58,90.809,92.486,94.468,99.454,100.03,96.683,96.068,97.899,96.216,95.747,96.325,100.08,97.815,96.119,96.787,97.224,94.291,98.106,98.672,99.789,99.361,97.519,95.778,98.871,96.862,96.997,97.68,99.368,97.411,94.302,94.341,98.614,95.19,94.804,97.8,99.638,97.936,98.773,98.681,96.14,95.537,98.916,97.808,99.638,102.07,102.1,98.614,100.03,100.02,97.997,96.081,94.752,97.259,101.29,1
94.444,97.739,98.745,100.88,98.548,97.837,99.168,101.91,94.341,96.235,94.042,94.346,91.274,92.575,92.521,93.575,85.247,97.427,89.135,87.802,89.409,84.683,85.16,87.111,86.384,90.208,92.034,91.761,94.723,92.901,90.654,92.985,94.132,93.158,91.808,93.875,96.407,96.041,95.59,96.129,99.316,95.671,93.899,95.848,97.666,97.611,95.68,97.189,94.811,92.789,95.369,95.395,101.43,99.692,98.486,94.949,94.811,96.229,94.969,97.666,97.427,96.767,94.069,95.935,94.538,94.465,96.903,1
94.714,92.404,93.589,93.437,94.578,94.017,91.6,91.406,91.498,91.119,89.064,88.922,88.126,90.232,88.527,89.314,80.863,75.678,79.483,76.201,75.453,77.011,75.647,73.162,72.296,74.936,74.082,72.792,71.571,70.533,70.008,68.36,72.142,86.637,85.101,82.598,83.388,86.473,83.636,86.033,87.07,91.318,91.251,88.465,77.072,92.455,91.271,92.242,88.299,92.818,89.195,84.808,83.261,87.803,87.171,84.159,88.299,89.134,88.931,77.072,75.678,77.902,78.001,79.234,77.762,78.128,79.39,1
69.507,69.262,69.473,73.605,75.242,74.674,73.905,71.754,67.446,67.342,67.25,68.621,69.145,73.001,72.5,69.129,67.761,84.615,68.056,66.151,65.346,66.17,66.576,67.763,65.103,74.723,74.867,72.328,70.976,72.252,69.159,68.347,69.837,76.254,74.476,78.361,78.853,78.863,72.141,67.929,68.452,66.257,66.667,68.657,84.228,69.114,69.877,69.613,77.633,65.763,64.003,73.97,73.825,74.146,74.709,76.291,77.633,76.053,76.882,84.228,84.615,80.472,81.141,81.467,80.605,79.51,81.129,1
84.936,85.296,81.712,81.981,79.973,79.808,81.577,79.204,80.866,84.824,83.515,83.419,80.548,79.98,81.152,78.962,81.311,87.15,81.564,80.659,79.788,79.236,77.447,77.206,78.789,77.386,78.581,77.543,77.839,78.508,76.735,75.591,74.932,70.029,69.072,69.684,71.005,72.418,71.38,71.474,74.498,57.179,58.684,58.996,89.698,57.946,60.986,58.877,67.049,55.184,56.313,61.272,61.616,64.43,65.221,65.603,67.049,63.432,64,89.698,87.15,87.35,93.94,91.447,90.416,89.115,89.578,1
100.78,98.584,103.62,103.61,99.759,98.726,98.257,96.986,98.959,98.484,100.83,103.88,101.56,103.75,101.95,104,100.25,92.065,98.423,97.953,96.528,95.441,95.326,93.767,96.266,89.838,86.804,86.977,90.077,94.145,94.761,93.856,92.803,91.619,91.527,92.257,97.916,98.038,94.949,95.551,95.349,98.583,96.893,98.47,92.992,93.762,93.54,91.964,94.161,90.47,94.452,97.354,97.236,96.985,101.22,97.242,94.161,94.148,94.407,92.992,92.065,90.162,90.93,86.297,88.578,89.864,93.49,1
82.505,80.8,83.487,83.084,84.351,84.13,86.682,85.387,81.004,81.505,85.023,86.095,89.188,89.356,89.408,91.189,89.352,90.249,89.136,85.967,88.776,92.498,96.257,92.732,93.414,94.133,94.189,94.151,93.753,94.294,92.819,90.109,91.54,93.502,94.68,95.074,94.555,91.859,94.449,95.049,93.724,97.903,98.143,97.658,88.55,97.18,93.543,93.672,93.132,92.839,92.693,88.968,89.325,91.906,90.335,92.46,93.132,90.212,90.375,88.55,90.249,92.145,94.41,93.938,92.771,92.793,92.065,1
91.417,86.342,86.738,90.377,87.147,86.699,88.159,87.09,84.684,85.888,86.947,92.174,89.29,86.91,87.747,82.929,75.51,74.035,77.491,78.586,82.327,80.373,76.465,75.266,71.826,83.761,82.298,83.65,84.922,80.099,73.607,69.063,66.808,83.054,80.981,82.291,83.91,80.688,76.535,72.154,70.6,82.185,80.765,78.443,78.017,73.121,67.645,66.979,67.376,66.022,68.088,79.956,75.79,74.821,72.33,67.762,67.376,68.84,69.207,78.017,74.035,74.886,75.677,73.777,75.423,77.673,75.078,1
78.039,75.361,76.868,82.261,86.467,87.144,88.379,88.688,80.792,77.515,76.787,79.657,78.879,79.733,83.678,84.717,85.44,71.698,86.274,85.091,78.531,74.845,77.405,77.908,79.537,84.454,83.342,82.818,80.031,82.379,81.541,80.778,77.199,76.283,76.503,77.7,77.351,80.258,80.256,81.102,79.271,76.082,76.112,75.199,67.516,72.602,75.682,78.815,75.246,78.775,76.397,73.866,77.765,78.866,74.815,74.129,75.246,77.519,73.598,67.516,71.698,75.174,71.646,72.198,71.94,71.692,71.558,1
79.676,81.708,82.231,81.666,83.345,85.917,83.097,83.773,88.879,90.37,87.828,94.267,93.465,93.51,93.267,91.22,91.927,96.112,89.021,87.979,91.791,93.901,93.375,95.788,96.766,90.064,87.149,86.065,91.83,90.222,90.818,93.973,95.483,85.224,86.413,86.944,89.047,85.335,89.204,89.975,91.087,91.894,95.451,93.337,96.71,91.615,91.715,90.603,97.69,93.634,97.449,98.25,97.215,95.456,95.129,97.229,97.69,100.95,100.63,96.71,96.112,98.493,100.03,100.49,102.64,104.06,102.75,1
96.537,98.652,100.96,100.61,100.19,100.36,102.72,100.81,96.462,97.666,99.071,99.035,98.04,96.956,94.552,96.725,96.711,95.947,96.549,96.873,97.393,96.882,97.608,94.092,93.406,99.798,102.01,101.84,98.563,98.746,101.07,102.7,101.81,102.57,103.56,106.23,102.2,102.16,102.93,104.45,102.24,101.18,100.3,101.18,91.142,103.62,106.49,106.32,104.72,103.12,102.96,98.239,96.786,96.499,103.15,106.64,104.72,103.05,102.53,91.142,95.947,98.121,100.29,97.561,97.484,97.23,96.864,1
97.802,97.867,102.58,100.3,99.743,99.648,98.693,100.52,101.5,100.67,102.68,101.9,103.08,102.17,103.51,104.9,97.324,98.963,96.123,94.719,101.94,101.48,97.712,99.701,102.01,99.714,100.24,102.22,104.32,102.35,97.178,94.602,99.873,100.09,102.11,103.04,105.13,104.34,106.04,105.86,105.95,101.37,100.67,99.331,98.658,101.43,105.58,108.99,104.22,107.19,105.84,98.178,98.562,98.06,100.92,102.01,104.22,105.03,105.37,98.658,98.963,94.573,99.856,102.13,102.54,104.35,105.12,1
100.3,98.001,96.553,99.909,103.3,105.95,104.27,106.89,106.31,104.89,99.826,102.84,102.78,103.85,102.03,103.71,105.89,106.06,105.92,99.554,95.836,102.33,103.08,103.65,103.53,102.16,105.52,104.14,103.02,102.93,104.07,104.07,103.27,96.088,97.406,101.02,102.22,102.31,101.51,103.49,101.62,101.28,98.693,99.709,104.91,100.13,102.21,100.36,103.73,100.25,98.977,105.85,103.55,104.91,101.52,101.09,103.73,102.66,98.645,104.91,106.06,103.35,102.91,103.5,107.56,108.84,105.98,1
103.44,105.49,102.84,103.02,105.42,108.6,110.5,108.12,103.25,105.57,103.96,104.48,104.99,106.96,107.66,101.05,101.88,91.36,105.2,102.41,99.511,100.52,99.818,102.47,100.73,107.44,107.02,106.21,105.37,104.25,105.39,108.39,107.43,108.02,109.63,111.59,109.26,108.96,105.08,106.46,105.42,113.11,109.69,110.28,86.071,111.45,113.07,110.95,102.71,110.05,108.78,103.84,104.84,100.42,100.02,102.65,102.71,101.05,98.946,86.071,91.36,87.217,83.591,80.258,83.76,85.015,82.605,1
87.564,91.393,91.109,88.901,88.49,89.506,91.023,91.693,91.392,91.667,93.758,92.029,92.514,89.427,88.706,92.17,101.92,96.23,102.4,102.32,101.03,100.27,96.313,91.521,87.4,109.55,110.99,112.06,109.79,108.19,105.65,105.1,104.81,107.69,107.86,108.17,107.78,107.42,105.36,107.32,108.79,95.356,93.569,98.661,92.125,99.755,101.1,106.25,102.54,110.05,112.39,97.759,99.526,98.513,95.303,95.891,102.54,108.27,109.47,92.125,96.23,97.366,96.011,92.591,96.334,95.108,96.451,1
95.23,93.56,96.368,97.932,98.688,94.304,91.431,94.647,106.63,105.37,105.81,106.33,107.07,109.04,106.55,107.1,116.61,122.93,114.67,115.74,114.97,116.53,116.9,115.61,115.83,116.8,120.37,120.91,117.38,119.14,123.06,119.85,116.84,120,123.16,123.37,123.58,123.82,122.67,120.79,122.46,114.09,119.56,120.27,126.49,119.11,122.36,123.56,123.28,122.43,119.96,117.82,121.6,122.04,119.73,122.64,123.28,123.17,119.9,126.49,122.93,122.23,121.55,122.6,124.28,124.71,122.79,1
119.55,119.79,119.74,117.46,119.15,120.56,121.45,118.54,120.21,119.54,120.04,118.26,120.56,120.07,119.85,121.15,120.3,121.8,119.85,122.72,123.22,122.35,123.73,123.76,124.52,119.86,118.79,122.76,119.99,120.73,123.86,126.43,125.38,122.78,121.26,122.82,122.96,121,124.65,123.17,121.03,121.71,123.62,126.48,118.75,127.73,124.49,124.3,122.88,122.9,123.73,117.38,118.79,124.27,126.85,121.63,122.88,123.73,125.39,118.75,121.8,120.59,118.52,119.8,123.53,124.79,124.26,1
123.92,128.14,126.99,126.79,124.86,125.66,125.39,122.71,117.68,119.4,123.23,126.3,123.44,123.23,127.07,124.57,116.25,120.03,116.76,118.43,120.43,123.04,123.39,125.33,122.48,121.46,120.73,121.79,121.98,123.65,122.32,122.38,124.95,119.53,119.49,117.3,117.52,123.59,123.28,122.96,123.83,118.59,120.21,121.55,119.6,125.23,120.7,119.29,124.28,115.39,119.54,121.89,123.65,127.29,124,125.11,124.28,120.18,123.6,119.6,120.03,124.4,124.06,124.27,123.54,124.06,123.87,1
112.83,114.75,117.35,121.35,118.85,117.4,115.16,115.89,102.3,106.49,104.86,102.14,99.437,96.471,99.684,104.22,109.58,101.02,108.52,108.84,100.93,101.81,105.06,108.88,111.87,110.32,111.07,112.62,109.8,108.26,111.6,113.66,116.79,115.28,115.77,119.54,118.22,115.94,113.62,112.66,116.58,123.09,124.48,122.43,101.93,119.92,119.24,117.7,115.56,117.15,118.76,118.59,122.88,121.33,120.42,120.24,115.56,109.79,106.27,101.93,101.02,100.77,97.354,96.075,93.878,94.366,97.279,1
80.513,83.318,86.408,87.087,82.166,79.522,75.639,74.469,84.246,86.217,83.461,82.223,80.845,81.076,78.61,78.539,111.04,113.69,112.17,110.94,110.53,111.98,111.73,108.99,109.03,95.109,101.22,101.58,103.43,108.47,107.79,108.67,106.5,95.637,100.71,102.64,100.06,99.611,102.9,99.874,95.446,114.51,115.35,115.95,114.26,111.94,111.01,109.21,115.64,102.83,97.265,120.59,117.21,119.05,115.65,113.33,115.64,112.29,109.24,114.26,113.69,112.96,112.86,116.42,117.13,119.05,119.26,1
110.59,109.91,109.5,114.58,118.82,118.2,117.37,121.14,120.15,118.28,117.06,116.3,115.62,120.2,118.28,118.32,122.2,112.95,118.61,117.44,118.1,118.75,117.7,116.92,112.46,123.1,122.72,121.17,120,117.32,114.79,114.83,113.51,123.29,123.67,126.02,122.88,120.4,116.19,116.7,114.63,105.77,105.77,106.37,111.54,103.48,101.47,102.28,97.899,102.51,102.69,93.055,94.499,94.679,95.369,96.333,97.899,96.972,98.266,111.54,112.95,112.43,115,111.78,110.68,111.77,112.53,1
117.93,121.13,118.09,114.41,113.22,112.5,112.72,114.18,122.75,122.59,120.92,115.11,114.71,114.34,113.76,115.06,121.84,126.58,124.82,124.57,125.52,124.59,121.62,121.33,123.07,103.56,103.57,106.22,112.4,109.53,105.4,106.88,111.19,91.285,84.301,87.949,91.508,94.7,96.414,97.053,102.05,107.41,106.78,107.03,124.37,106.37,108.26,108.98,118.68,105.33,103.4,111.26,115.23,114.66,116,118.55,118.68,117.48,116.54,124.37,126.58,124.51,128.01,130.18,125.67,123.55,124.47,1
124.79,127.19,128.82,129.27,129.91,126.97,123.41,121.51,123.91,122.72,124.57,125.27,126.46,126.6,128,129.07,129.39,119.14,126.64,126.71,127.6,130.4,133.74,133.56,136.61,127.88,130.06,131.14,129.34,129.84,129.89,132.53,131.74,115.27,117.4,122.94,122.92,119.81,120.62,120.76,119.75,112.27,112.95,111.45,118.42,109.85,111.79,111.55,118.5,105.69,103.3,112.44,112.84,113.85,113.42,118.71,118.5,111.19,106.61,118.42,119.14,121.22,125.93,125.57,126.44,124.77,123.59,1
116.01,117.32,117.9,121.3,120.22,121.7,123.16,122.37,121.76,122.19,123.78,126.52,124.86,123.99,126.11,125.7,110.63,123,112.51,111.99,111.38,109.5,108.44,111.89,113.1,100.39,101.84,99.746,93.875,91.987,90.28,91.673,93.656,98.713,97.266,98.881,101.31,103.43,104.3,100.62,100.62,108.19,108.84,110.74,120.78,109.43,107.74,106.6,116.68,108.08,110.98,110.47,115.48,117.62,116.53,114.28,116.68,116.69,117.39,120.78,123,120.31,117.34,112.52,117.05,119.41,119.56,1
