f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,label
106.98,111.97,116.06,114.12,110.95,112.93,112.87,112.15,100.49,102.94,103.4,103.15,100.41,98.882,99.207,99.482,109.99,105.48,110.85,112.02,111.29,109.51,108.53,107.66,109.98,112.51,112.5,116.65,114.39,110.55,114.41,112.63,113.7,106.17,104.66,103.98,103.52,100.15,99.119,98.587,104.59,75.5,75.629,74.414,103.93,73.506,71.566,70.552,87.869,72.591,74.393,88.562,88.495,87.432,90.15,87.683,87.869,93.499,92.654,103.93,105.48,106.38,107.69,104.92,106.97,107.91,106.96,1
104.15,105.37,109.03,110.36,110.58,110.38,112.96,112.45,106.7,108.13,110.15,109.75,105.46,107.6,109.66,109.26,103.43,96.479,103.49,102.65,99.348,97.074,94.546,94.342,97.709,96.1,95.003,99.566,103.01,100.78,96.743,98.507,98.257,100.82,100.18,100.7,103.73,105.35,102.92,100.15,103.13,104.26,106.55,109.36,103.67,109.43,109.61,108.07,101.74,106.39,105.84,105.82,106.33,110.43,106.81,102.65,101.74,99.263,101.92,103.67,96.479,96.698,102.77,108.62,107.75,101.96,100.84,1
97.541,95.451,102.13,108.02,109.63,107.61,105.26,105.41,99.801,104.9,105.64,107.16,108.68,107.05,104.02,104.31,101.49,105.33,103.48,104.4,107.29,108.34,109.92,107.11,109.18,98.379,99.444,101.95,104.33,109.03,107.84,109.76,110.71,100.76,104.23,108.13,102.8,101.76,104.24,107.71,107.75,103.2,107.09,105.27,106.67,102.46,99.637,105.26,108.04,107.27,108.98,107.25,104.24,103.03,103.13,104.63,108.04,107.82,107.54,106.67,105.33,107.73,103.9,105.22,107.38,104.1,105.58,1
107.33,106.6,108.14,108.71,106.54,107.68,107.1,108.18,107.52,104.56,105.82,102.5,101.34,102.63,104.12,105.71,102.46,104.57,104.57,103.52,101.13,101.83,102.05,102.97,103.55,105.13,105.52,103.34,103.48,105.89,103.86,101.49,99.403,105.93,108.04,103.84,103.26,101.71,101.67,97.172,93.712,105.09,106.9,103.13,101.67,103,97.383,99.995,98.884,99.029,96.385,103.83,106.3,103.63,101.17,100.2,98.884,99.738,102.39,101.67,104.57,104.86,104.72,107.21,109.67,106.59,102.22,1
103.03,99.097,97.868,102.72,110.49,112.69,108.5,104.04,99.974,102.51,102.44,100.64,99.878,99.164,99.458,105.15,105.88,113.99,106.67,104.55,101.99,102.25,100.9,104.9,107.44,106.5,106.27,107.34,110.19,111.77,107.28,108.04,108.13,107.24,109.51,109.04,107.41,109.93,108.55,110.89,110.1,100.68,106.64,105.78,110.27,105.57,103.21,101.54,99.299,100.39,103.66,104.4,108,104.53,102.4,100.06,99.299,96.681,100.38,110.27,113.99,112.45,112.59,113.48,110.96,110.48,112.19,1
114.11,116.02,115.94,114.25,116.68,114.35,113.48,113.88,109.38,111.67,110.47,107.64,105.76,103.94,103.65,105.01,98.814,105.2,98.297,97.231,95.873,93.726,94.577,93.38,95.604,102.87,101.12,102.8,106.95,107.93,109.38,113.77,116.37,113.81,115.18,116.09,118.84,119.67,118.87,120.54,121.73,114.32,115.81,114.33,104.07,114.57,114.2,112.1,110.41,113.36,113.06,103.84,109.52,108.4,107.67,109.48,110.41,109.62,108.57,104.07,105.2,105.98,105.3,104.58,106.11,106.81,104.41,1
100.94,98.269,102.34,101.18,102.65,104.81,107.3,107.36,103.59,103.14,106.35,111.97,111.88,111.78,115.73,115.31,103.07,113.14,102.37,106.15,106.77,106.81,107.03,106.54,106.13,73.778,73.091,75.14,75.781,77.471,80.228,76.285,75.577,74.819,74.17,73.639,79.082,85.782,89.591,88.168,88.54,107.37,110.08,110.87,113.47,112.07,111.48,112.65,115.17,110.53,111.67,118.92,120.01,121.25,119.4,118.04,115.17,115.24,113.37,113.47,113.14,116.53,113.16,112.99,112.59,111.08,109.73,1
113.59,110.87,112.07,112.62,112.93,112.04,114.11,113.21,111.59,108.77,107.44,104.92,106.53,105.09,108.56,106.94,103.69,78.949,102.45,100.78,100.48,102.1,104.36,104.85,104.37,104.46,103.66,99.686,101.02,99.794,102.26,100.99,97.256,95.217,95.643,91.535,91.818,93.017,92.41,90.716,88.086,80.996,82.423,83.268,78.517,84.904,85.128,81.39,77.942,79.148,78.969,76.928,77.952,75.467,75.128,77.369,77.942,76.622,77.181,78.517,78.949,78.567,81.069,82.943,84.795,82.434,83.515,1
88.305,89.774,90.502,93.448,93.134,92.223,92.183,93.389,95.034,98.085,98.37,98.822,96.339,94.273,90.609,93.771,99.384,99.449,99.853,99.995,102.27,99.913,95.839,92.878,94.964,99.913,102.16,102.84,103.35,99.373,99.354,95.048,98.281,100.88,103.39,103.23,102.26,100.65,99.569,99.35,100.18,101.71,102.12,103.07,100.49,103.61,99.472,100.04,98.682,98.379,99.832,104.41,103.39,100.63,102.14,100.11,98.682,97.929,95.267,100.49,99.449,98.215,94.95,99.677,100.56,97.016,97.074,1
100.81,98.527,96.651,97.349,98.111,93.308,91.409,90.746,93.566,92.271,90.837,88.614,89.664,88.421,87.596,84.901,84.01,94.156,84.839,85.23,84.635,85.255,85.655,84.122,86.175,92.855,91.001,93.065,92.755,93.999,96.885,95.065,95.93,98.801,96.429,94.628,97.103,96.873,96.913,99.126,98.343,94.66,91.04,91.969,96.358,91.765,94.255,94.917,95.292,92.124,92.12,94.066,91.059,93.344,95.688,97.457,95.292,94.855,95.933,96.358,94.156,95.098,94.935,97.816,97.002,96.145,96.954,1
93.011,93.32,89.896,90.446,91.672,89.971,91.453,88.859,86.955,87.837,84.966,84.4,80.044,79.028,79.067,77.892,70.176,82.386,70.364,70.91,69.962,70.398,75.12,77.896,76.692,72.062,73.07,72.681,73.753,76.783,83.863,88.404,89.324,85.702,86.097,91.06,94.334,92.729,91.672,91.874,92.919,90.123,93.373,93.564,81.22,92.02,93.515,94.119,87.895,91.793,92.253,90.388,87.942,89.995,89.477,89.045,87.895,83.342,83.931,81.22,82.386,78.941,81.152,82.487,79.494,79.383,77.654,1
73.297,72.786,73.108,74.346,73.549,74.159,74.415,76.203,68.439,69.092,67.565,66.608,65.014,69.248,70.194,70.51,64.342,79.423,65.333,67.589,65.07,63.719,64.594,64.707,65.158,71.283,71.333,74.286,75.461,72.527,74.64,71.431,72.763,71.342,76.035,76.873,76.775,78.695,79.506,79.756,79.307,68.217,72.589,73.865,78.797,79.089,79.949,79.61,84.689,80.01,81.921,80.803,78.882,80.992,81.042,82.862,84.689,87.316,87.111,78.797,79.423,79.843,78.639,79.448,80.964,80.98,78.741,1
76.041,77.374,75.148,75.649,78.835,77.523,78.095,80.443,75.141,76.29,75.649,77.09,76.927,75.314,74.594,76.432,77.788,88.134,76.904,74.917,75.721,77.046,76.323,75.624,77.852,73.727,75.805,75.932,77.824,76.081,76.611,77.848,79.554,72.487,72.282,73.849,72.706,72.099,69.783,71.595,69.532,57.4,58.855,58.21,89.036,57.855,54.92,54.178,56.444,52.398,51.878,63.305,60.026,62.802,64.417,59.493,56.444,55.24,57.589,89.036,88.134,86.941,92.221,87.437,83.334,81.005,80.334,1
96.157,94.905,92.378,97.23,97.233,94.824,93.546,89.835,98.412,94.641,94.588,95.65,95.125,95.225,92.307,91.621,92.344,90.137,85.968,89.462,85.944,86.346,86.514,85.26,84.403,92.321,91.098,92.947,90.41,92.83,95.49,96.63,95.527,91.396,94.47,97.003,96.292,97.129,99.269,99.98,101.25,95.106,97.275,97.822,90.958,99.305,101.7,102.06,98.831,97.517,96.865,94.741,98.702,100.14,100.59,98.373,98.831,97.881,96.666,90.958,90.137,87.715,90.371,91.64,90.631,91.122,92.472,1
83.35,81.808,75.494,74.489,76.761,75.446,72.67,73.678,89.525,83.098,80.825,78.759,78.197,75.481,75.586,74.401,93.571,84.755,90.18,86.243,79.51,78.251,84.018,85.254,86.65,90.47,88.481,85.331,84.446,85.583,90.643,89.208,91.846,92.737,90.767,91.094,86.253,84.841,86.209,84.009,83.547,89.993,93.237,89.72,87.142,83.536,82.399,85.095,83.386,85.493,81.745,86.046,86.509,83.744,82.987,82.477,83.386,85.677,86.068,87.142,84.755,84.46,85.141,86.902,85.917,83.319,81.078,1
84.839,84.95,84.58,80.182,82.359,82.814,77.971,74.002,80.869,78.955,76.079,77.939,78.668,78.155,74.538,75.118,70.939,70.042,72.11,71.51,72.339,72.613,69.922,68.541,69.984,65.226,62.896,65.344,65.562,66.901,68.93,71.603,72.166,70.042,65.706,67.31,69.073,70.724,74.597,75.805,73.88,68.961,69.583,68.357,71.09,64.525,63.133,68.492,72.654,71.235,69.496,68.98,68.416,67.465,66.223,69.865,72.654,67.891,64.216,71.09,70.042,68.447,66.749,69.49,68.817,69.54,67.578,1
84.542,89.715,91.446,91.825,87.819,91.814,90.523,93.243,84.665,83.297,86.473,87.882,87.834,88.98,91.941,91.446,76.711,67.098,77.781,81.288,81.945,85.883,86.238,89.395,89.382,75.862,74.966,74.575,76.061,78.972,80.289,83.848,83.362,79.428,78.833,78.201,77.127,77.119,74.472,79.651,77.843,75.274,76.986,80.958,68.372,82.78,83.287,80.825,73.9,82.02,80.125,67.58,67.903,71.781,71.982,74.325,73.9,74.723,77.655,68.372,67.098,68.291,67.759,67.428,70.023,68.22,72.158,1
84.266,84.391,82.843,80.402,82.835,83.279,85.969,86.091,93.409,94.915,92.438,91.615,92.616,89.179,92.251,92.963,96.538,100.88,94.13,94.627,90.968,90.298,91.526,90.311,94.338,93.138,92.28,93.362,88.674,88.159,90.874,92.173,93.853,92.938,93.663,92.057,90.915,89.474,90.832,90.451,91.689,95.071,94.084,92.899,101.45,94.053,93.773,96.412,101.85,97.977,97.346,99.071,97.571,93.828,97.854,102.93,101.85,101.87,98.622,101.45,100.88,98.881,100.04,103.18,103.71,103.39,103.73,1
101.59,102.69,101.8,99.673,100.7,98.691,98.26,99.138,95.774,98.551,97.327,99.728,101.75,99.08,96.79,97.124,92.697,95.848,93.752,95.274,98.777,99.55,94.302,96.235,96.377,98.637,99.968,103.51,103.37,105.98,105.13,105.07,105.78,101.73,100.49,104.12,102.05,102.76,103.94,105.55,105.65,100.8,102.55,101.1,97.217,102.18,100.89,103.32,103.01,105.55,108.23,104.12,102.02,98.536,99.386,101.17,103.01,104.45,105.65,97.217,95.848,94.273,94.872,98.498,98.617,100.83,100.26,1
102.15,101.25,101.08,98.867,101.16,102.33,99.346,101.33,106.42,102.63,100.27,101.76,103.98,101.53,98.623,97.801,98.092,103.54,96.552,93.257,92.968,95.339,96.062,97.629,95.745,100.23,99.538,100.23,100.37,101.2,99.194,100.34,101.37,105.09,103.29,102.34,101.32,101.88,102.32,103.41,100.92,104.95,106.81,104.76,101.1,103.53,101.07,103.56,101.55,105.93,104.91,103.64,105.38,109.3,107.64,100.63,101.55,101.24,102.39,101.1,103.54,101.91,104.21,103.04,102.22,100.16,96.956,1
102.44,100.4,102.67,105.06,107.46,104.78,101.49,103.3,104,104.78,105.98,106.5,106.23,106.67,104.5,108.46,109.02,102.63,108.21,105.74,106.52,105.02,106.57,107.26,106.15,107,108.2,108.51,108.2,104.85,104.49,106.04,107.87,101.04,102.65,103.7,103.42,104.63,106.34,102.26,100.78,99.431,98.072,100.07,106.11,101.66,102.71,102.44,109.59,98.498,97.762,100.23,99.817,100.2,100.12,108.59,109.59,106.39,105.5,106.11,102.63,102.19,104.25,105.18,105.82,103.88,103.85,1
106.76,106.48,106.69,107.42,107.61,104.38,106.09,105.35,101.47,102.92,104.8,106.33,109.36,108.86,108.62,108.04,97.324,82.549,99.023,102.82,106.58,108.36,108.57,103.25,103.6,106.58,103.84,104.69,109.7,110.79,111.46,111.7,111.56,104.63,104.02,111.36,105.65,106.43,111.64,113.3,115.65,108.05,108.61,110.05,81.319,109.71,108.16,110.46,99.384,113.84,115.62,101.97,103.87,102.67,105.68,99.543,99.384,99.196,101.61,81.319,82.549,81.661,83.758,80.764,81.433,82.078,83.907,1
91.492,91.327,91.237,89.659,91.122,92.337,91.522,93.04,88.803,87.598,86.042,90.983,93.603,90.996,94.08,96.668,85.626,95.026,85.621,85.022,85.1,85.338,87.394,93.485,98.018,107.25,102.85,102.83,100.19,97.466,97.298,97.424,98.334,110.68,110.35,107.78,108.25,109.75,111.67,110.25,109.99,112.54,113.27,111.97,92.785,111.17,113.87,116.13,115.18,112.95,115.4,107.89,107.95,108.03,108.95,112.58,115.18,112.19,112.02,92.785,95.026,98.964,101.97,103.84,106.7,106.3,101.96,1
93.221,95.321,97.789,97.429,97.355,101.54,102.76,101.66,106.15,102.94,101.92,97.027,94.917,97.461,98.369,99.948,117.08,117.05,116.92,113.07,113.54,112.49,111.86,111.31,110.34,119.38,118.24,117.37,115.92,115.25,117.51,116.65,116.02,121.17,120.61,119.31,116,117.62,116.42,115.49,114.72,120.01,122.45,120.38,122.53,119.86,117.82,118.97,116.27,118.74,119.5,117.88,118.46,114.66,113.47,116.45,116.27,117.14,116,122.53,117.05,118.59,121.11,120.87,119.92,119.91,117.83,1
120.78,119.93,122.79,120.37,117.16,115.98,118.52,119.01,120.57,119.28,119.1,122.01,123.79,119.54,118.33,121.2,124.51,119.15,119.55,119.44,120.53,122.44,120.96,120.8,121.31,122.96,123.11,120.46,119.71,122.19,121.39,119.25,117.6,121.11,123.1,120.02,120.17,119.76,120.21,119.34,119.91,123.18,122.24,121.5,121.25,119.9,115.49,121.25,119.95,122.33,122.21,123.89,119.66,122.15,121.94,117.62,119.95,122.06,124.24,121.25,119.15,122.38,123.73,124.43,122.8,124.6,121.98,1
123.56,123.36,124.03,122.05,118.43,119.03,118.38,122.08,124.43,126.35,123.77,119.9,119.41,121.28,119.11,119.49,122.14,123.95,122.68,119.04,118.81,121.97,125.58,122.94,120.42,122.77,125.69,126.26,125.2,128.49,124.98,121.36,120.05,125.13,125.35,126.12,126.99,130.18,127.28,122.09,122.92,124.74,128.09,124.37,120.44,121.57,124.69,124.26,128.2,122.06,120.95,124.88,128.16,125.09,125.97,125.76,128.2,127.04,123.76,120.44,123.95,125.3,122.2,117.9,122.88,122.86,117.82,1
117.46,114.96,115.73,107.84,100.66,102.91,109.02,103.55,105.53,101.3,100.7,94.853,96.838,98.664,103.95,104.74,107.64,98.618,104.06,101.77,101.34,102.54,100.58,105.05,109.74,117,117.25,115.82,118.48,118.31,119.09,121.4,120.12,115.56,115.14,117.66,117.32,113.87,117.72,120.15,119.91,118.97,119.13,117.89,99.11,117.54,117.85,119.59,109.31,121.07,123.61,105.59,108.03,109.72,108.98,112.09,109.31,110.26,116.31,99.11,98.618,98.215,96.737,99.01,102.5,101.84,106.59,1
76.656,77.611,81.641,82.67,82.657,83.306,84.846,90.186,76.862,76.13,78.888,80.607,82.226,85.001,83.201,78.546,107.83,119.48,110.97,110.84,113.2,114.36,112.69,110.24,107.49,102,101.18,107.04,108.63,110.58,111.06,109.04,105.39,93.771,91.706,95.578,91.24,91.529,93.299,95.26,92.893,97.916,100.07,101.66,113.87,95.628,95.028,102.51,105.06,110.71,112.48,110.02,107.81,106,103.85,102.71,105.06,111.04,115.41,113.87,119.48,121.26,118.19,115.97,116.38,116.19,117.22,1
121.07,121.46,120.51,119.59,120.81,121.47,116.1,116.92,121.76,122.58,123.5,122.26,121.89,121.55,116.66,119.1,115.6,117.55,117.06,117.44,119.49,120.54,120,118.66,118.89,114.81,121.35,123.39,124.29,125.56,128.36,130.16,131.16,117.21,119.87,123.13,122.82,123.53,122.87,125.65,125.41,106.29,107.01,109.09,115.34,108.88,105.53,107.05,96.681,113.71,113.48,104.91,106.43,101.35,97.742,95.47,96.681,100.63,103.25,115.34,117.55,113.6,106.99,107.57,106.92,106.38,110.34,1
114.99,114.58,115.26,116.43,116.62,114.7,115,116.85,115.65,120.72,118.86,116.56,117.93,118.1,119.86,120.86,124.15,120.84,122.52,123.83,123.15,119.96,120.4,120.98,122.1,110.11,107.9,106.12,103.1,102.91,101.08,102.85,102.86,103.5,104.29,98.275,92.845,92.473,91.301,93.035,96.611,106.98,107.82,110.37,120.81,111.42,109.33,112.11,117.25,115.75,112.86,116.25,114.59,115.08,114.86,113.54,117.25,121.13,116.11,120.81,120.84,120.58,118.84,117.64,118.82,119.53,122.68,1
120.72,118.86,116.14,116.96,119.2,122.01,122.13,125.87,127.8,126.02,124.72,127.4,124.53,123.75,126.74,130.56,136.54,124.38,133.84,129.74,128.07,126.64,125.72,126.16,127.88,132.69,131.84,129.01,125.62,125.8,126.8,124.18,126.33,118.31,116.82,115.03,111.81,111.54,114.66,111.1,112.17,100.28,96.355,96.103,125.49,98.827,100.84,99.902,112.74,99.019,92.926,104.78,101.67,101.38,104.52,109.8,112.74,114.65,110.49,125.49,124.38,124.98,126,125.64,127.19,126.35,125.29,1
124.76,124.23,125.64,125.33,128.51,129.99,125.07,122.53,128.16,129.31,129.57,128.93,129.89,127.22,128.03,128.39,116.08,117.56,117.04,117.69,118.69,120.37,121.28,120.78,118.92,99.278,99.923,99.88,97.402,103.91,110.51,108.09,105.42,96.845,94.987,93.047,93.099,96.434,97.893,103.67,109.59,113.1,111.78,113.13,120.08,110.92,113.39,110.03,113.79,110.6,116.17,119.6,117.04,114.68,113.13,113.48,113.79,115.37,116.87,120.08,117.56,117.92,117.84,113.24,118.7,119.48,120.04,1
114.15,112.01,111.52,109.58,108.65,107.83,106.68,108.3,102.96,101.51,96.622,90.817,87.781,88.7,88.81,90.403,110.59,103.74,111.38,109.1,98.192,89.034,85.086,87.115,89.663,116.85,116.87,116.23,112.26,107.18,103.67,102.17,106.03,107.21,109.34,111.2,110.11,106.15,106.72,106.81,108.06,74.553,76.769,76.404,104.57,75.198,77.572,77.642,92.818,75.863,71.668,91.818,89.055,86.837,87.4,89.344,92.818,94.744,94.147,104.57,103.74,101.99,105.42,104.67,105.17,107.5,110.32,1
108.12,109.93,109.49,112.45,110.69,110.56,108.38,106.76,106.24,106.03,103.82,101.84,104.89,106.41,106.21,106.7,98.749,103.16,99.247,100.46,99.712,103.01,104.79,105.89,106.05,102.24,103.42,103.74,105.18,104.59,102.37,102.3,101.69,99.848,99.944,100.45,96.857,97.104,99.28,98.707,98.105,104.09,99.799,93.387,102.26,95.337,100.86,98.61,106.37,101.64,105.15,102.43,104.53,106.16,108.03,105.89,106.37,105.25,106.88,102.26,103.16,104.64,104.48,103.95,105.57,103.81,105.03,1
106.24,109.46,106.61,105.28,107.24,110.44,108.49,108.63,104.78,105.99,106.2,105.52,106.63,110.76,111.55,111.14,105.26,106.59,105.66,106.04,107.25,105.14,106.18,106.32,106.29,107.27,106.21,103.56,104.17,104.97,102.2,100.62,101.31,106.83,106.54,106.81,104.33,98.434,98.102,96.923,95.01,104.3,105.28,106.13,106.63,99.992,94.701,91.709,90.9,92.108,98.828,106.86,104.66,104.9,100.64,95.155,90.9,94.164,102.36,106.63,106.59,101.25,96.544,94.638,92.919,97.765,101.04,1
109.51,108.77,102.95,98.859,96.155,91.591,94.823,102.19,106.31,102.35,97.014,95.23,94.76,88.888,90.494,97.301,102.19,97.844,99.224,97.931,97.15,90.377,84.713,82.376,86.965,98.983,98.944,100.26,99.38,95.113,89.872,78.485,78.772,94.26,98.254,98.845,92.906,89.463,83.874,77.61,78.807,94.293,91.563,93.375,97.249,90.363,89.27,84.588,87.546,84.593,87.89,97.242,91.817,89.812,92.435,95.138,87.546,83.765,86.846,97.249,97.844,98.683,98.454,96.358,94.335,93.257,88.621,1
102.89,100.42,101.8,102.59,96.874,94.153,96.863,95.016,105.74,105.47,102.11,103.09,103.7,99.081,102.18,101.49,107.58,112.88,108.08,108.83,108.72,109.96,109.46,110.92,112.3,108.25,106.36,110.22,110.04,110.57,108.83,107.93,112.41,111.45,111.38,112.01,111.62,110.01,107,105.69,110.1,107.03,106.27,104.33,111.99,102.45,97.664,97.183,104.84,96.91,99.835,103.28,106.65,108.63,105.35,107.08,104.84,99.413,104.37,111.99,112.88,115.57,114.58,116.15,114.46,110.27,108.78,1
115.09,116.03,116.56,115.76,110.8,111.48,108.84,103.96,105.38,103.09,99.366,100.08,99.266,97.155,95.994,94.391,98.703,102.06,100.4,102.25,104.84,106.15,106.21,104.32,104.93,118.18,117.92,117.68,118.37,121.69,121.16,117.02,119.17,121.4,119.45,119.45,118.71,118.95,117.99,113.26,114.66,113.8,114.51,115.13,99.533,114.29,117.21,114.37,108.01,112.09,110.16,107.9,107.5,108.74,106.76,109.64,108.01,103.55,102.23,99.533,102.06,106.66,105.81,106.96,109.37,109.18,109.9,1
112.96,115.53,119.69,118.8,119.49,120.06,116.63,113.2,114.66,114.36,114.22,116.26,113.18,112.15,106.35,101.93,104.24,110.09,100.68,100.82,102.91,102.57,98.137,94.497,95.752,75.6,71.661,69.978,70.496,70.321,70.873,72.418,74.118,87.771,86.67,87.217,86.516,87.374,87.647,87.102,85.885,108.66,111.2,111.35,108.42,111.34,109.02,110.59,115.92,108.62,108.06,112.18,113.79,113.85,115.68,116.81,115.92,114.05,117.52,108.42,110.09,113.04,111.35,109.55,110.64,109.44,110.59,1
111.22,109.79,108.39,110.97,113.14,112.56,114.47,114.71,107.5,105.23,104.17,107.43,109.1,107.31,106.99,109.68,107.28,83.725,105.41,103.1,103.61,105.88,102.84,100.62,103.22,97.121,97.973,99.766,102.68,105.89,103.18,101.05,100.94,89.85,91.245,90.865,92.803,93.86,91.232,87.707,86.887,80.538,79.771,75.884,84.389,74.743,74.052,73.607,79.593,70.543,70.359,77.352,77.128,78.556,76.542,78.436,79.593,81.075,83.391,84.389,83.725,84.469,84.58,86.523,89.312,91.038,94.534,1
92.608,92.529,95.63,94.934,94.008,93.992,92.782,97.093,93.205,94.692,96.538,94.162,95.329,95.136,93.698,97.147,95.249,92.006,93.983,95.822,96.381,97.518,98.699,97.325,96.676,97.632,97.044,96.251,93.76,95.806,95.571,96.676,96.553,97.613,96.184,95.6,99.576,100.04,96.875,96.537,97.165,97.924,99.401,99.749,93.332,101.56,102.71,102.94,96.99,99.699,98.946,95.768,94.401,94.679,95.362,97.912,96.99,98.811,99.834,93.332,92.006,93.96,95.617,94.283,94.746,97.372,98.236,1
90.524,91.132,91.352,93.827,93.495,92.205,91.699,91.988,85.605,86.471,88.888,93.986,95.032,94.252,92.082,92.378,84.984,92.912,85.899,87.917,87.951,91.424,95.655,96.643,93.043,96.295,95.271,97.907,98.669,97.34,97.993,98.806,96.726,97.019,98.226,100.97,98.991,96.793,96.502,97.805,93.681,91.489,92.234,92.088,93.436,91.358,91.243,91.356,100.29,94.822,94.317,95.66,96.219,94.608,95.837,96.583,100.29,99.755,99.64,93.436,92.912,94.776,94.824,96.636,100.11,97.907,97.676,1
85.033,88.313,88.103,84.659,86.255,88.161,90.023,91.194,76.621,77.734,77.515,77.415,78.925,79.904,82.48,79.859,74.63,82.272,74.463,75.379,77.95,81.97,86.453,84.471,83.05,89.644,91.335,89.826,89.971,91.297,93.356,91.429,91.337,95.461,97.295,95.528,95.686,93.232,93.575,93.949,95.203,92.257,95.334,96.783,79.393,94.265,92.899,89.347,83.534,89.087,90.297,84.164,85.924,87.434,88.078,87.576,83.534,84.128,84.852,79.393,82.272,79.868,80.164,80.199,81.406,79.287,80.495,1
80.798,79.079,78.183,76.565,75.769,77.302,76.172,75.603,71.589,69.924,68.208,65.914,65.515,68.437,69.338,70.949,62.788,82.594,62.748,64.181,67.094,66.499,71.406,77.165,81.446,70.193,68.881,71.154,75.183,79.209,82.663,82.685,80.39,75.257,75.002,73.715,74.477,78.795,79.822,75.813,72.515,78.157,77.331,74.34,80.59,78.245,80.397,81.687,85.356,77.58,74.866,85.001,83.071,81.679,81.742,82.788,85.356,81.662,84.919,80.59,82.594,83.468,85.636,87.75,92.977,88.3,92.993,1
79.924,80.713,79.701,81.353,84.454,89.703,87.067,90.438,76.869,78.625,80.715,82.475,83.144,84.154,86.188,86.258,80.103,83.424,83.867,82.446,79.44,78.328,79.064,81.528,82.934,79.898,80.408,80.892,79.634,77.392,78.637,80.054,77.243,66.854,68.842,69.969,68.756,65.894,66.188,66.273,64.916,54.592,52.248,52.632,79.821,53.737,52.51,51.601,55.421,50.955,53.302,59.234,59.055,62.491,61.275,57.437,55.421,57.429,60.963,79.821,83.424,88.613,86.551,82.377,80.098,80.763,83.398,1
88.807,91.992,92.835,91.75,93.248,91.224,87.837,92.315,85.71,83.172,83.978,82.818,79.851,80.594,79.235,77.502,82.664,91.192,78.577,78.89,83.921,83.737,84.028,85.208,84.779,92.813,90.302,91.343,91.143,91.71,91.637,90.579,92.87,98.666,97.185,95.23,95.814,94.553,95.139,92.351,93.624,96.986,94.89,94.625,92.026,92.907,91.073,93.024,86.873,89.937,86.407,97.051,94.712,95.61,89.129,86.171,86.873,83.303,80.116,92.026,91.192,90.805,86.737,85.639,84.304,84.85,85.369,1
75.606,79.762,82.055,82.556,82.691,82.144,83.429,84.061,72.874,73.095,75.315,76.608,71.697,73.436,73.076,71.281,83.233,75.411,85.377,86.394,85.806,80.403,77.589,71.364,66.118,92.488,92.623,92.216,90.86,87.251,81.464,79.055,79.797,84.236,86.5,86.243,80.764,78.467,77.819,81.099,79.34,80.013,81.332,83.225,78.156,82.124,83.687,86.613,83.618,83.928,79.327,81.025,76.841,78.898,79.512,85.286,83.618,81.296,76.337,78.156,75.411,77.819,80.416,84.048,85.754,81.678,79.82,1
